baseline,checkpoint,episode,episode_length,episode_return,mean_coverage_rate,mean_energy_remaining,mean_mean_transport_rate,mean_num_delivered_cargoes,mean_real_coverage_rate,scenario,seed
heuristic,,0,1157,-4588.0,0.5803802938634399,nan,0.4305149340246945,33.26274848746759,0.6276608223237437,MATE-4v8-9,0
heuristic,,1,1225,-4738.0,0.6121428571428571,nan,0.40216686665944595,35.76326530612245,0.5589475218658893,MATE-4v8-9,0
heuristic,,2,1103,-5274.0,0.539324569356301,nan,0.425499681616151,33.10970081595648,0.5183309588567975,MATE-4v8-9,0
heuristic,,3,1114,-5254.0,0.5681104129263914,nan,0.40932965075492705,34.56104129263914,0.49340536034880733,MATE-4v8-9,0
heuristic,,4,1094,-4794.0,0.6004341864716636,nan,0.4105234713269987,32.26782449725777,0.6010261600069643,MATE-4v8-9,0
heuristic,,5,1112,-4558.0,0.6024055755395683,nan,0.3711185966828168,33.08723021582734,0.6043582990750257,MATE-4v8-9,0
heuristic,,6,1240,-4662.0,0.5703629032258064,nan,0.4541443394172338,35.00241935483871,0.5388748079877111,MATE-4v8-9,0
heuristic,,7,1061,-4090.0,0.6922714420358153,nan,0.33842828516019474,34.76625824693685,0.6299324536600691,MATE-4v8-9,0
heuristic,,8,1239,-4072.0,0.6860371267150929,nan,0.3631000258473278,35.943502824858754,0.6104414082016988,MATE-4v8-9,0
heuristic,,9,1370,-4344.0,0.6831204379562044,nan,0.45791464557939937,37.97664233576642,0.6006751824817518,MATE-4v8-9,0
heuristic,,10,1136,-4928.0,0.6373239436619719,nan,0.3697876741143825,34.7112676056338,0.5407392270288397,MATE-4v8-9,0
heuristic,,11,1127,-4374.0,0.6461845607808341,nan,0.3163056002098864,35.35314995563443,0.5235338234672752,MATE-4v8-9,0
heuristic,,12,1141,-4146.0,0.6769281332164768,nan,0.3820801689105463,34.895705521472394,0.7093391344267769,MATE-4v8-9,0
heuristic,,13,1004,-4170.0,0.705054780876494,nan,0.4211635852217044,32.36553784860558,0.6703993549611079,MATE-4v8-9,0
heuristic,,14,1417,-5570.0,0.5330804516584333,nan,0.4763511786788178,36.945659844742416,0.5040587088752226,MATE-4v8-9,0
heuristic,,15,1392,-6708.0,0.4750359195402299,nan,0.6003523543433581,39.11278735632184,0.38184609332238645,MATE-4v8-9,0
heuristic,,16,1071,-4210.0,0.6666666666666666,nan,0.3370022303617211,32.507936507936506,0.6149737672846917,MATE-4v8-9,0
heuristic,,17,1182,-5510.0,0.5230541455160744,nan,0.4564391359860739,35.29187817258883,0.4978053742647651,MATE-4v8-9,0
heuristic,,18,1411,-4798.0,0.5676824946846208,nan,0.44110005036845584,38.02197023387669,0.4930005737234653,MATE-4v8-9,0
heuristic,,19,1272,-3730.0,0.6116352201257862,nan,0.3598051941154696,36.70754716981132,0.6330441374663072,MATE-4v8-9,0
heuristic,,20,1213,-5238.0,0.6028441879637263,nan,0.41448177185069296,35.92333058532564,0.5640776508459938,MATE-4v8-9,0
heuristic,,21,1270,-5022.0,0.5928149606299212,nan,0.5007031677334042,36.88425196850394,0.6100731158605174,MATE-4v8-9,0
heuristic,,22,1186,-4966.0,0.6107715008431703,nan,0.4151387981950951,35.45531197301855,0.519526419336706,MATE-4v8-9,0
heuristic,,23,1109,-4474.0,0.6583633904418394,nan,0.407604011613147,35.091974752028854,0.5854727553780754,MATE-4v8-9,0
heuristic,,24,1095,-5824.0,0.5232876712328767,nan,0.5054698652424635,33.44474885844749,0.44460208741030655,MATE-4v8-9,0
heuristic,,25,1151,-4622.0,0.5836229365768897,nan,0.4070155256415029,34.967854039965246,0.5913625832609325,MATE-4v8-9,0
heuristic,,26,1316,-6896.0,0.546637537993921,nan,0.5486570346993571,38.14817629179331,0.4842189535388623,MATE-4v8-9,0
heuristic,,27,1221,-4946.0,0.6145577395577395,nan,0.430015568329566,36.34807534807535,0.6129597129597129,MATE-4v8-9,0
heuristic,,28,1490,-4256.0,0.6388422818791947,nan,0.4473858652920784,37.44228187919463,0.5793863854266539,MATE-4v8-9,0
heuristic,,29,1305,-4456.0,0.6386015325670498,nan,0.3854681895024078,37.17394636015326,0.6231253420908592,MATE-4v8-9,0
heuristic,,0,1134,-4984.0,0.6197089947089947,nan,0.42203312653883857,33.3694885361552,0.5545173007474594,MATE-4v8-9,1
heuristic,,1,1214,-4846.0,0.6036861614497528,nan,0.37334400184466526,36.254530477759474,0.5251470934337491,MATE-4v8-9,1
heuristic,,2,1238,-5112.0,0.5738085621970921,nan,0.45871453506026316,34.69386106623586,0.5628096392030156,MATE-4v8-9,1
heuristic,,3,1120,-5390.0,0.5319196428571429,nan,0.4001478055635177,34.465178571428574,0.5283524659863945,MATE-4v8-9,1
heuristic,,4,1393,-6158.0,0.5288944723618091,nan,0.5091562015106326,37.61091170136396,0.43336324479540556,MATE-4v8-9,1
heuristic,,5,1202,-5510.0,0.5740432612312812,nan,0.5252781158185923,34.605657237936775,0.5214048015212741,MATE-4v8-9,1
heuristic,,6,1169,-3984.0,0.6734388366124893,nan,0.3341844936725882,34.209580838323355,0.5968094423398101,MATE-4v8-9,1
heuristic,,7,1057,-5660.0,0.5322847682119205,nan,0.43445875293007147,31.832544938505205,0.5167578952110645,MATE-4v8-9,1
heuristic,,8,1316,-4694.0,0.6193009118541033,nan,0.4094840337085189,36.7484802431611,0.5628419452887538,MATE-4v8-9,1
heuristic,,9,1341,-6384.0,0.5535980611483967,nan,0.5593461249782211,38.5324384787472,0.4410709846951459,MATE-4v8-9,1
heuristic,,10,1399,-4038.0,0.6658327376697641,nan,0.3310126740783961,37.87133666904932,0.5328372306749719,MATE-4v8-9,1
heuristic,,11,1193,-4400.0,0.567476948868399,nan,0.3834591547752834,35.57334450963956,0.5565760587554385,MATE-4v8-9,1
heuristic,,12,1152,-5972.0,0.552734375,nan,0.48842971429747334,35.31944444444444,0.5098565641534392,MATE-4v8-9,1
heuristic,,13,1320,-4562.0,0.5856060606060606,nan,0.39394796271082005,35.903030303030306,0.5766432178932178,MATE-4v8-9,1
heuristic,,14,1373,-4530.0,0.6317370721048798,nan,0.4277565293991151,36.747268754552074,0.6109137099850865,MATE-4v8-9,1
heuristic,,15,1274,-4270.0,0.6422684458398744,nan,0.43185464996726564,35.11224489795919,0.6554599312252374,MATE-4v8-9,1
heuristic,,16,1115,-4520.0,0.6591928251121076,nan,0.40138940484484176,34.31031390134529,0.5913452914798206,MATE-4v8-9,1
heuristic,,17,1193,-4918.0,0.5956621961441744,nan,0.39016864851788985,36.15926236378877,0.5592783299405261,MATE-4v8-9,1
heuristic,,18,1254,-5330.0,0.5504385964912281,nan,0.39808936363745073,36.558213716108455,0.5221700083542188,MATE-4v8-9,1
heuristic,,19,1113,-4190.0,0.6311769991015274,nan,0.34601144659065725,33.07906558849955,0.5802432293672185,MATE-4v8-9,1
heuristic,,20,1070,-5040.0,0.5577102803738317,nan,0.42562773781576363,32.13738317757009,0.5808555852247441,MATE-4v8-9,1
heuristic,,21,1115,-4340.0,0.6519058295964125,nan,0.35455620978731317,35.57130044843049,0.5713559683963272,MATE-4v8-9,1
heuristic,,22,1434,-4858.0,0.6408647140864714,nan,0.5016473897672685,38.66178521617852,0.5314031679617454,MATE-4v8-9,1
heuristic,,23,1127,-5024.0,0.6315439219165927,nan,0.4072800505109595,34.32209405501331,0.570019436345967,MATE-4v8-9,1
heuristic,,24,1204,-4726.0,0.6266611295681063,nan,0.43000946971225523,35.2890365448505,0.5821942730580604,MATE-4v8-9,1
heuristic,,25,1313,-4210.0,0.6577494287890328,nan,0.36466290119526373,35.31150038080731,0.6227731839117978,MATE-4v8-9,1
heuristic,,26,1236,-4070.0,0.5989077669902912,nan,0.43147623342136776,36.957928802588995,0.6368325242718447,MATE-4v8-9,1
heuristic,,27,1191,-3664.0,0.6672963895885811,nan,0.33914964787755514,35.9823677581864,0.6739444644356484,MATE-4v8-9,1
heuristic,,28,1283,-5368.0,0.5319563522992985,nan,0.42941908678787644,36.526110678098206,0.5468201388115651,MATE-4v8-9,1
heuristic,,29,1376,-3674.0,0.6073764534883721,nan,0.32084023818579055,36.164970930232556,0.5958566929678848,MATE-4v8-9,1
