checkpoint,episode,episode_length,episode_return,mean_coverage_rate,mean_mean_transport_rate,mean_num_delivered_cargoes,mean_real_coverage_rate,scenario,seed
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,0,1408,-0.9318750057427678,0.051313920454545456,0.8641208894294785,17.553977272727273,0.04208096590909091,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,1,1174,-0.8843749995576218,0.07879045996592846,0.8470347165144488,16.646507666098806,0.08269449176604202,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,2,1077,-0.9593749980558641,0.035283194057567316,0.8709179483753818,16.348189415041784,0.030176415970287838,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,3,1221,-0.9312499984516762,0.06715806715806716,0.8678460793171936,17.443079443079444,0.04818454818454818,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,4,1376,-0.9237500021117739,0.05287063953488372,0.8470174587928554,17.75872093023256,0.053052325581395346,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,5,1360,-0.9487499989336357,0.03327205882352941,0.9107214624983128,18.108823529411765,0.04399509803921568,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,6,1030,-0.9837500006251503,0.01262135922330097,0.9142987884324991,16.331067961165047,0.01262135922330097,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,7,1255,-0.9331250032701064,0.047410358565737054,0.8285862170148548,17.720318725099602,0.042629482071713146,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,8,1162,-0.9381250006845221,0.05163511187607573,0.8675057593295981,16.876936316695353,0.042598967297762476,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,9,1283,-0.9284375021234155,0.056508183943881525,0.8849324539019214,18.300857365549493,0.07670823590542998,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,10,1379,-0.9203124983469024,0.046229151559100796,0.8777057325207648,19.216823785351703,0.06218274111675127,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,11,1312,-0.942187500273576,0.052972560975609755,0.9121550442530091,18.12423780487805,0.07374237804878049,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,12,1262,-0.9309375006123446,0.045760697305863705,0.9241336777527828,18.298732171156892,0.07725832012678288,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,13,1341,-0.8850000045495108,0.09116331096196868,0.894746286590289,18.56524981357196,0.10508327119065375,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,14,1176,-0.9521874976926483,0.03486394557823129,0.9206433618899806,17.01530612244898,0.03231292517006803,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,15,1254,-0.9365625020291191,0.04047049441786284,0.9055773386965127,16.411483253588518,0.04459064327485379,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,16,1252,-0.9278125021373853,0.046126198083067095,0.8640962092266166,17.553514376996805,0.04932108626198083,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,17,1456,-0.9318750018719584,0.05065247252747253,0.8536004542680395,17.46497252747253,0.04389880952380952,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,18,1222,-0.9537500042351894,0.030278232405891982,0.9336458273728236,18.467266775777414,0.03430169121658483,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,19,1142,-0.9481250013923272,0.043345008756567424,0.8865862162140904,16.169877408056042,0.03976941039112668,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,20,1273,-0.9587500000779983,0.04772191673212883,0.9341175125009246,18.57973291437549,0.05819586279130662,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,21,1357,-0.9387500028242357,0.04200442151805453,0.8853491028510541,17.224023581429623,0.044030950626381724,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,22,1060,-0.9643749991955701,0.03702830188679245,0.9160445459690335,17.041509433962265,0.029559748427672956,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,23,1304,-0.9118750008929055,0.05406441717791411,0.8710297222895065,19.057515337423315,0.06901840490797546,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,24,1300,-0.9037500034319237,0.07653846153846154,0.8816716094219957,17.27230769230769,0.07987179487179485,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,25,1277,-0.981250001990702,0.011746280344557557,0.9080963801542322,17.22866092404072,0.011746280344557557,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,26,1379,-0.9146875009464566,0.05511240029006526,0.8485237923533285,17.10297316896302,0.05692530819434373,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,27,1398,-0.9671875029744115,0.02575107296137339,0.9307995603107495,19.454220314735338,0.022651406771578442,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,28,1340,-0.9000000025262125,0.08171641791044776,0.8931475860437663,18.237313432835823,0.07300995024875621,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,29,1314,-0.931562506040791,0.045662100456621,0.8677015371764681,18.311263318112633,0.041666666666666664,MATE-2v4-9,0
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,0,1295,-0.9428125061385799,0.03648648648648649,0.879968189652796,17.724324324324325,0.03571428571428571,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,1,1308,-0.8831250041839667,0.08467125382262997,0.8773972953917087,18.34633027522936,0.0804026503567788,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,2,1324,-0.9299999990616925,0.05079305135951662,0.845343963633552,17.25906344410876,0.04229607250755287,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,3,1320,-0.9528125026845373,0.02859848484848485,0.9098554255291549,17.999242424242425,0.030113636363636363,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,4,1456,-0.9181249991233926,0.07675137362637363,0.8957564916174976,18.539835164835164,0.06971153846153846,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,5,1201,-0.9240625019592699,0.056827643630308074,0.8754791280423744,18.286427976686095,0.06439078545656397,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,6,1177,-0.9578125041152816,0.02867459643160578,0.8925226151488183,17.30501274426508,0.03419711129991504,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,7,1270,-0.9756250008649658,0.02066929133858268,0.9171712533165829,18.188976377952756,0.015354330708661417,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,8,1256,-0.8975000030477531,0.06528662420382166,0.8320192659005461,16.756369426751593,0.06734341825902336,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,9,1211,-0.9475000019883737,0.03468208092485549,0.8867288439785901,18.87943848059455,0.039911918524635284,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,10,1224,-0.9628125013841782,0.024305555555555556,0.9188642836412265,17.143790849673202,0.025326797385620915,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,11,1129,-0.9859375014202669,0.009964570416297608,0.9205893675786113,16.86713906111603,0.009964570416297608,MATE-2v4-9,1
checkpoints/tcqmix/tcqmix_4v8_seed1/tcqmix_20260514-215855.pt,12,1500,-0.9068750010337681,0.0545,0.8753891550284537,18.074666666666666,0.06811111111111111,MATE-2v4-9,1
