adapter,episode,episode_length,episode_return,inner,mean_coverage_rate,mean_mean_transport_rate,mean_num_delivered_cargoes,mean_real_coverage_rate,scenario,seed
naive,0,1360,-5948.0,greedy,0.047058823529411764,0.8421193676314354,17.53529411764706,0.04301470588235294,MATE-2v4-9,0
naive,1,1313,-5884.0,greedy,0.05178979436405179,0.872166045262199,17.916222391469915,0.06048489464331048,MATE-2v4-9,0
naive,2,1168,-5764.0,greedy,0.07555650684931507,0.8284667510399532,17.839897260273972,0.06785102739726027,MATE-2v4-9,0
naive,3,1331,-5746.0,greedy,0.07400450788880542,0.8264768405693264,17.88580015026296,0.06467568244427749,MATE-2v4-9,0
naive,4,1362,-5886.0,greedy,0.05928781204111601,0.8345398350181323,17.824522760646108,0.05365883504650024,MATE-2v4-9,0
naive,5,1443,-5982.0,greedy,0.056133056133056136,0.8615511923802209,18.451836451836453,0.038519288519288514,MATE-2v4-9,0
naive,6,1106,-5862.0,greedy,0.06080470162748644,0.8595877957860876,18.105786618444846,0.07331223628691982,MATE-2v4-9,0
naive,7,1358,-6064.0,greedy,0.03313696612665685,0.9089295861140376,15.821060382916054,0.047434953362788405,MATE-2v4-9,0
naive,8,1489,-5650.0,greedy,0.11501007387508395,0.8540914669682326,18.95634654130289,0.06710320125363779,MATE-2v4-9,0
naive,9,1161,-6010.0,greedy,0.04198966408268734,0.9271340619936987,17.83634797588286,0.07795004306632214,MATE-2v4-9,0
naive,10,1540,-5818.0,greedy,0.06168831168831169,0.8802817650336291,19.31233766233766,0.0685064935064935,MATE-2v4-9,0
naive,11,1452,-5980.0,greedy,0.04838154269972452,0.8699834989260588,18.888429752066116,0.050218089990817255,MATE-2v4-9,0
naive,12,1758,-4986.0,greedy,0.10310011376564278,0.6949908448871909,19.39476678043231,0.11409745923397799,MATE-2v4-9,0
naive,13,1267,-5396.0,greedy,0.10832675611681136,0.8237715926805735,17.640883977900554,0.145290712970271,MATE-2v4-9,0
naive,14,1243,-5808.0,greedy,0.05953338696701529,0.8207997767072723,16.275140788415126,0.06576830249396622,MATE-2v4-9,0
naive,15,1480,-5944.0,greedy,0.05912162162162162,0.8690271906105415,18.6722972972973,0.05827702702702703,MATE-2v4-9,0
