adapter,episode,episode_length,episode_return,inner,mean_coverage_rate,mean_mean_transport_rate,mean_num_delivered_cargoes,mean_real_coverage_rate,scenario,seed
naive,0,1249,-4960.0,random,0.1631305044035228,0.7233592542489201,18.160128102481984,0.16766746730717907,MATE-4v4-9,0
naive,1,938,-5288.0,random,0.166044776119403,0.7688329093747994,15.488272921108742,0.15289623312011372,MATE-4v4-9,0
naive,2,1714,-5140.0,random,0.14731621936989497,0.7922221186549504,19.469078179696616,0.10555231427460132,MATE-4v4-9,0
naive,3,1185,-5016.0,random,0.1571729957805907,0.7696615730733264,17.156962025316457,0.18375527426160337,MATE-4v4-9,0
naive,4,1329,-4990.0,random,0.19770504138449962,0.7617092210049193,18.44469525959368,0.22078003511412092,MATE-4v4-9,0
naive,5,1183,-4964.0,random,0.16842772612003382,0.7632611556565528,17.126796280642434,0.17068188222034375,MATE-4v4-9,0
naive,6,1120,-4794.0,random,0.22433035714285715,0.7254388559566828,16.400892857142857,0.20513392857142856,MATE-4v4-9,0
naive,7,1319,-5192.0,random,0.1624336618650493,0.7707383952414458,17.296436694465505,0.13551933282789994,MATE-4v4-9,0
naive,8,1618,-5002.0,random,0.19174907292954266,0.8071942823000967,20.061804697156983,0.186495673671199,MATE-4v4-9,0
naive,9,1516,-4750.0,random,0.2532981530343008,0.7842287243030115,18.686015831134565,0.21146657871591906,MATE-4v4-9,0
naive,10,1146,-5262.0,random,0.1555410122164049,0.7641096863433422,17.01134380453752,0.1494328097731239,MATE-4v4-9,0
naive,11,1321,-4480.0,random,0.27706283118849356,0.7499901806952262,18.161241483724453,0.22199091597274792,MATE-4v4-9,0
naive,12,1179,-5166.0,random,0.1851145038167939,0.7782209435519158,16.687871077184056,0.18030817076618602,MATE-4v4-9,0
naive,13,1558,-4724.0,random,0.18437098844672659,0.7739438800310483,18.671373555840823,0.18827556696619596,MATE-4v4-9,0
naive,14,1141,-4956.0,random,0.17156003505696757,0.7176896036049362,16.5284837861525,0.18777388255915864,MATE-4v4-9,0
naive,15,1334,-5718.0,random,0.08920539730134933,0.824464068261182,17.61319340329835,0.07714892553723138,MATE-4v4-9,0
naive,16,1383,-5188.0,random,0.1541937816341287,0.7961175826935059,19.089660159074477,0.1511810074716799,MATE-4v4-9,0
naive,17,1225,-4910.0,random,0.20612244897959184,0.7699615536983033,17.466938775510204,0.1907482993197279,MATE-4v4-9,0
naive,18,1409,-5008.0,random,0.14371894960965223,0.7443409507916009,17.20014194464159,0.1634137686302342,MATE-4v4-9,0
naive,19,1233,-5396.0,random,0.12773722627737227,0.817724563251289,18.29602595296026,0.14301162476344959,MATE-4v4-9,0
naive,20,1319,-4742.0,random,0.20432145564821835,0.7384337763519803,18.4579226686884,0.1954763709881223,MATE-4v4-9,0
naive,21,1389,-5132.0,random,0.14020878329733621,0.7548128195630822,17.108711303095752,0.15220782337413005,MATE-4v4-9,0
naive,22,1221,-5142.0,random,0.14127764127764128,0.7242489730088417,16.818181818181817,0.15369915369915368,MATE-4v4-9,0
naive,23,1534,-5038.0,random,0.17584745762711865,0.8014192080588622,19.582790091264666,0.1886136462407649,MATE-4v4-9,0
naive,24,1285,-5364.0,random,0.12684824902723735,0.8116379110777625,18.55330739299611,0.15953307392996108,MATE-4v4-9,0
naive,25,1036,-5358.0,random,0.13127413127413126,0.8092177168549342,15.084942084942085,0.13867438867438867,MATE-4v4-9,0
naive,26,1662,-4710.0,random,0.22066787003610108,0.7422768141806356,19.28760529482551,0.2065282791817088,MATE-4v4-9,0
naive,27,1417,-5198.0,random,0.1197953422724065,0.757792359437608,18.46647847565279,0.13432133615619854,MATE-4v4-9,0
naive,28,1340,-5160.0,random,0.19011194029850748,0.7469206362001398,18.58731343283582,0.1443407960199005,MATE-4v4-9,0
naive,29,1516,-4624.0,random,0.2528034300791557,0.7428060329729129,19.13126649076517,0.2426890941072999,MATE-4v4-9,0
naive,0,1334,-5078.0,random,0.24512743628185907,0.7686613368042018,19.30134932533733,0.14767616191904048,MATE-4v4-9,1
naive,1,1047,-5016.0,random,0.19436485195797518,0.7698288504409408,16.723018147086915,0.18847500795924862,MATE-4v4-9,1
naive,2,1383,-4840.0,random,0.21601590744757773,0.7382096243705042,18.212581344902386,0.1846228006748614,MATE-4v4-9,1
naive,3,1185,-5008.0,random,0.16645569620253164,0.7518687783147953,17.034599156118144,0.1649085794655415,MATE-4v4-9,1
naive,4,1254,-4786.0,random,0.2669457735247209,0.7500402617950056,16.901116427432218,0.24282296650717702,MATE-4v4-9,1
naive,5,1021,-5170.0,random,0.15475024485798236,0.7977721546278577,16.746327130264447,0.17205354227881162,MATE-4v4-9,1
naive,6,1265,-5276.0,random,0.15948616600790513,0.8070178236834196,17.396837944664032,0.13399209486166008,MATE-4v4-9,1
naive,7,1305,-5310.0,random,0.16647509578544062,0.801210190012793,17.427586206896553,0.1395913154533844,MATE-4v4-9,1
naive,8,1529,-5192.0,random,0.12606278613472857,0.7705608595597166,19.241334205362982,0.1394157401351646,MATE-4v4-9,1
naive,9,1398,-4352.0,random,0.24695994277539343,0.6347835608895979,18.37052932761087,0.26508106819265614,MATE-4v4-9,1
naive,10,1302,-5000.0,random,0.17511520737327188,0.7781608497480096,19.04147465437788,0.1843958013312852,MATE-4v4-9,1
naive,11,1356,-4974.0,random,0.16869469026548672,0.746453177837481,18.591445427728612,0.14700098328416913,MATE-4v4-9,1
naive,12,1400,-4876.0,random,0.22464285714285714,0.7073235622545444,18.307142857142857,0.16178571428571428,MATE-4v4-9,1
naive,13,1395,-4936.0,random,0.20017921146953405,0.7538268989286614,18.697491039426524,0.15842293906810037,MATE-4v4-9,1
naive,14,1485,-5114.0,random,0.13973063973063973,0.806957335650814,18.58249158249158,0.16049382716049382,MATE-4v4-9,1
naive,15,1331,-4976.0,random,0.16604057099924868,0.7834897520892639,18.189331329827198,0.1650388179313799,MATE-4v4-9,1
naive,16,1225,-4976.0,random,0.16326530612244897,0.7497407926164337,16.98938775510204,0.16170068027210882,MATE-4v4-9,1
naive,17,1257,-5472.0,random,0.1032219570405728,0.7932258170287366,17.01750198886237,0.14081145584725538,MATE-4v4-9,1
naive,18,1070,-5050.0,random,0.18481308411214953,0.7657288319900241,15.45233644859813,0.18465732087227416,MATE-4v4-9,1
naive,19,1328,-4888.0,random,0.18298192771084337,0.7618619178785684,19.454819277108435,0.19440261044176704,MATE-4v4-9,1
naive,20,1275,-4660.0,random,0.2111764705882353,0.7323517559883685,18.16,0.2396078431372549,MATE-4v4-9,1
naive,21,1437,-5318.0,random,0.11430062630480167,0.789778574535807,17.025748086290882,0.14555787520296917,MATE-4v4-9,1
naive,22,1286,-5030.0,random,0.18720839813374807,0.7559321760456362,17.917573872472783,0.17282270606531883,MATE-4v4-9,1
naive,23,1208,-4542.0,random,0.2742135761589404,0.6918318774146026,16.874172185430464,0.2459299116997793,MATE-4v4-9,1
naive,24,1344,-4712.0,random,0.24274553571428573,0.741368154890988,18.52529761904762,0.2353670634920635,MATE-4v4-9,1
naive,25,1310,-5366.0,random,0.15381679389312977,0.831717201703965,18.644274809160304,0.11024173027989821,MATE-4v4-9,1
naive,26,1120,-5482.0,random,0.13660714285714284,0.8339364272923457,17.024107142857144,0.1484375,MATE-4v4-9,1
naive,27,1175,-5180.0,random,0.16361702127659575,0.7669403243949449,15.62468085106383,0.14673758865248226,MATE-4v4-9,1
naive,28,1367,-4660.0,random,0.21488661302121434,0.7248583285286139,17.623262618873447,0.2164715922945623,MATE-4v4-9,1
naive,29,1344,-5514.0,random,0.10007440476190477,0.8249210107347005,17.348958333333332,0.09821428571428571,MATE-4v4-9,1
naive,0,1239,-4852.0,random,0.22861178369652946,0.764076353903867,17.94592413236481,0.20332257196663975,MATE-4v4-9,2
naive,1,986,-5400.0,random,0.1670892494929006,0.790657217720834,16.233265720081135,0.14773495605138606,MATE-4v4-9,2
naive,2,1350,-5072.0,random,0.18703703703703703,0.7801295231678573,17.835555555555555,0.18117283950617286,MATE-4v4-9,2
naive,3,1047,-5508.0,random,0.1227316141356256,0.7997868730053872,15.340974212034384,0.10737026424705506,MATE-4v4-9,2
naive,4,1475,-5014.0,random,0.15271186440677967,0.7384768262930246,18.29762711864407,0.17621468926553668,MATE-4v4-9,2
naive,5,1166,-4952.0,random,0.18417667238421956,0.7389305224717259,17.821612349914236,0.19489708404802744,MATE-4v4-9,2
naive,6,1218,-5336.0,random,0.14798850574712644,0.805434689103857,17.610837438423644,0.12821565407772303,MATE-4v4-9,2
naive,7,1310,-5046.0,random,0.17557251908396945,0.7739609404681965,17.1587786259542,0.16234096692111957,MATE-4v4-9,2
naive,8,1470,-4726.0,random,0.254421768707483,0.6928726671065721,18.53265306122449,0.17267573696145125,MATE-4v4-9,2
naive,9,1292,-5100.0,random,0.14744582043343654,0.7698464773343884,17.623065015479877,0.16550567595459234,MATE-4v4-9,2
naive,10,1263,-5014.0,random,0.1967537608867775,0.7516140558908281,17.992874109263656,0.16152019002375298,MATE-4v4-9,2
naive,11,1186,-4336.0,random,0.24978920741989882,0.6631671537486359,16.051433389544687,0.2347526700393479,MATE-4v4-9,2
naive,12,1367,-5008.0,random,0.2046452084857352,0.8015293719588202,18.836137527432335,0.172457937088515,MATE-4v4-9,2
naive,13,1294,-4700.0,random,0.19590417310664607,0.7572206254519647,18.10741885625966,0.23544564657393097,MATE-4v4-9,2
naive,14,1446,-4864.0,random,0.18360995850622408,0.761171248953748,17.60719225449516,0.2056823420931305,MATE-4v4-9,2
naive,15,1048,-5262.0,random,0.1634064885496183,0.8343252338092088,16.22232824427481,0.17636768447837148,MATE-4v4-9,2
naive,16,1345,-5198.0,random,0.16226765799256507,0.7548060208529,18.54200743494424,0.1674721189591078,MATE-4v4-9,2
naive,17,1483,-5040.0,random,0.18964935940660824,0.7627445585709485,18.8111935266352,0.1694200944032367,MATE-4v4-9,2
naive,18,1179,-5150.0,random,0.14461407972858353,0.7978282473838105,17.281594571670908,0.1670200735086231,MATE-4v4-9,2
naive,19,1131,-5400.0,random,0.13726790450928383,0.8342634227924025,17.371352785145888,0.14625699970527556,MATE-4v4-9,2
naive,20,1237,-5132.0,random,0.13803556992724333,0.8030733550963101,17.847210994341147,0.15750471571005117,MATE-4v4-9,2
naive,21,1475,-5308.0,random,0.13813559322033897,0.7887764232453489,17.411525423728815,0.1393785310734463,MATE-4v4-9,2
naive,22,1346,-4806.0,random,0.21656760772659733,0.7514520332310636,18.72808320950966,0.20059435364041606,MATE-4v4-9,2
naive,23,1340,-4788.0,random,0.17667910447761195,0.7204625879515478,18.288805970149255,0.18874378109452736,MATE-4v4-9,2
naive,24,1249,-5096.0,random,0.16593274619695755,0.7744125251882948,18.614891913530826,0.16226314384841206,MATE-4v4-9,2
naive,25,1127,-4858.0,random,0.2085181898846495,0.7765608326724199,16.942324755989354,0.2062259686483289,MATE-4v4-9,2
naive,26,1415,-4914.0,random,0.16519434628975266,0.7691928323817703,18.532862190812722,0.19823321554770318,MATE-4v4-9,2
naive,27,1320,-5216.0,random,0.1649621212121212,0.8211700750379953,17.891666666666666,0.15915404040404038,MATE-4v4-9,2
naive,28,1575,-4694.0,random,0.22412698412698412,0.7430044384347299,19.466031746031746,0.19666666666666666,MATE-4v4-9,2
naive,29,1388,-5128.0,random,0.167507204610951,0.8066660969498936,18.55115273775216,0.17909462055715655,MATE-4v4-9,2
