adapter,episode,episode_length,episode_return,inner,mean_coverage_rate,mean_mean_transport_rate,mean_num_delivered_cargoes,mean_real_coverage_rate,scenario,seed
naive,0,1173,-6080.0,naive,0.03410059676044331,0.8879589418539784,17.18840579710145,0.03410059676044331,MATE-2v4-9,0
naive,1,1351,-5674.0,naive,0.07605477424130273,0.8660580369535062,17.570688378978534,0.08610905502097212,MATE-2v4-9,0
naive,2,1145,-6068.0,naive,0.036244541484716154,0.8612383610863955,17.366812227074234,0.036244541484716154,MATE-2v4-9,0
naive,3,1426,-6070.0,naive,0.03962131837307153,0.9172731219682496,18.368162692847125,0.04248480598410472,MATE-2v4-9,0
naive,4,1459,-6036.0,naive,0.040610006854009596,0.8947922722345214,18.420836189170664,0.03689741832305232,MATE-2v4-9,0
naive,5,1102,-5766.0,naive,0.07735934664246824,0.8754583208715414,17.487295825771326,0.08552631578947369,MATE-2v4-9,0
naive,6,1064,-6346.0,naive,0.006343984962406015,0.9392697357674296,16.67105263157895,0.006343984962406015,MATE-2v4-9,0
naive,7,1135,-6208.0,naive,0.02907488986784141,0.8960123524879102,16.655506607929514,0.021145374449339206,MATE-2v4-9,0
naive,8,1421,-5778.0,naive,0.08304011259676285,0.8673779086746677,16.878254750175934,0.05993431855500821,MATE-2v4-9,0
naive,9,1194,-5894.0,naive,0.05297319932998325,0.8880170802926868,17.551926298157454,0.06888609715242881,MATE-2v4-9,0
naive,10,1303,-5976.0,naive,0.04585571757482732,0.8881991327410292,18.223330775134304,0.045663852647735995,MATE-2v4-9,0
naive,11,1150,-6202.0,naive,0.021521739130434783,0.8986453164534651,16.44086956521739,0.023478260869565216,MATE-2v4-9,0
naive,12,1792,-5872.0,naive,0.04506138392857143,0.8865916230896664,19.31640625,0.058221726190476185,MATE-2v4-9,0
naive,13,1214,-6180.0,naive,0.030477759472817133,0.9069058444928162,18.194398682042834,0.027388797364085667,MATE-2v4-9,0
naive,14,1363,-5978.0,naive,0.04695524578136464,0.8545236565179494,18.15553925165077,0.04078014184397163,MATE-2v4-9,0
naive,15,1498,-6174.0,naive,0.021361815754339118,0.9196854662174052,18.31909212283044,0.026924788607031593,MATE-2v4-9,0
