baseline,checkpoint,episode,episode_length,episode_return,mean_coverage_rate,mean_energy_remaining,mean_mean_transport_rate,mean_num_delivered_cargoes,mean_real_coverage_rate,scenario,seed
random,,0,1264,-4676.0,0.22725474683544303,nan,0.720659673851784,17.921677215189874,0.23740770042194093,MATE-2v4-9,0
random,,1,1282,-4592.0,0.22562402496099843,nan,0.7340651330353432,17.73166926677067,0.21684867394695787,MATE-2v4-9,0
random,,2,1159,-5022.0,0.16199309749784296,nan,0.7150178673317267,17.852459016393443,0.1499137187230371,MATE-2v4-9,0
random,,3,1147,-5046.0,0.16499564080209242,nan,0.7337458397675635,16.299040976460333,0.16317930834059866,MATE-2v4-9,0
random,,4,1195,-5002.0,0.16213389121338911,nan,0.7518709400717067,17.417573221757323,0.17405857740585773,MATE-2v4-9,0
random,,5,1308,-5066.0,0.1532874617737003,nan,0.7636246053422081,18.829510703363916,0.15150356778797144,MATE-2v4-9,0
random,,6,1162,-5168.0,0.2082616179001721,nan,0.8266567269490463,16.98106712564544,0.19965576592082615,MATE-2v4-9,0
random,,7,1311,-4700.0,0.19031273836765827,nan,0.675340578726669,16.422578184591913,0.20919145690312738,MATE-2v4-9,0
random,,8,1176,-4868.0,0.19706632653061223,nan,0.7103850674535045,17.5765306122449,0.17410714285714285,MATE-2v4-9,0
random,,9,1010,-5438.0,0.1292079207920792,nan,0.8489426146524915,16.084158415841586,0.13308580858085808,MATE-2v4-9,0
random,,10,1630,-4962.0,0.20996932515337424,nan,0.7874620262900052,19.486503067484662,0.18231083844580775,MATE-2v4-9,0
random,,11,1452,-4464.0,0.21608126721763085,nan,0.7137169170055369,19.102617079889807,0.2331267217630854,MATE-2v4-9,0
random,,12,1387,-5092.0,0.1380677721701514,nan,0.7225060763869233,16.10454217736121,0.14599855803893294,MATE-2v4-9,0
random,,13,1367,-5028.0,0.20519385515727873,nan,0.787062383109156,18.755669348939282,0.17148256522799316,MATE-2v4-9,0
random,,14,1240,-4628.0,0.20141129032258065,nan,0.6868248284677338,16.23467741935484,0.23413978494623658,MATE-2v4-9,0
random,,15,1588,-5350.0,0.14782745591939547,nan,0.86821495314043,20.09256926952141,0.18256717044500417,MATE-2v4-9,0
random,,16,1281,-5082.0,0.17759562841530055,nan,0.7621595273625374,17.68071818891491,0.17772573510278428,MATE-2v4-9,0
random,,17,1228,-4756.0,0.1958469055374593,nan,0.7155411718199818,16.020358306188925,0.20541530944625408,MATE-2v4-9,0
random,,18,1316,-5080.0,0.16603343465045592,nan,0.7839529439831071,18.1048632218845,0.17869807497467075,MATE-2v4-9,0
random,,19,1043,-5018.0,0.1840843720038351,nan,0.6931329612922862,15.867689357622243,0.1937519974432726,MATE-2v4-9,0
random,,20,955,-5158.0,0.162565445026178,nan,0.7614625684101965,14.789528795811519,0.162565445026178,MATE-2v4-9,0
random,,21,1365,-4624.0,0.18534798534798536,nan,0.7045260513918729,18.086446886446886,0.24181929181929185,MATE-2v4-9,0
random,,22,1385,-4930.0,0.19187725631768954,nan,0.7048288705833003,17.490252707581227,0.2003610108303249,MATE-2v4-9,0
random,,23,1256,-4816.0,0.1875,nan,0.6882752317627767,15.996815286624203,0.1788083864118896,MATE-2v4-9,0
random,,24,1033,-5228.0,0.15561471442400773,nan,0.7235311014816097,16.461761858664087,0.14327202323330107,MATE-2v4-9,0
random,,25,1268,-5098.0,0.16995268138801262,nan,0.7772147661144488,17.213722397476342,0.14951366982124079,MATE-2v4-9,0
random,,26,1354,-5104.0,0.1358936484490399,nan,0.7520952774298565,17.621122599704577,0.18057607090103397,MATE-2v4-9,0
random,,27,1152,-4530.0,0.20963541666666666,nan,0.6731011467381269,16.161458333333332,0.22200520833333334,MATE-2v4-9,0
random,,28,1390,-5332.0,0.13183453237410073,nan,0.8419402177644105,18.27482014388489,0.10611510791366907,MATE-2v4-9,0
